program_id,university_name,university_type,partnership_status,partner_name,country,city,world_ranking,program_name,field_of_study,specialization,course_duration_months,min_gpa,min_percentage,last_education_required,work_experience_required,min_work_experience_years,specific_background_required,english_test_required,ielts_overall,toefl_overall,pte_overall,duolingo_overall,moi_accepted,gre_required,gmat_required,tuition_fee_usd,tuition_fee_eur,application_fee_eur,scholarships_available,scholarship_details,scholarship_amount_max,living_cost_estimate_eur,intake_spring,intake_summer,intake_fall,intake_winter,fall_deadline,visa_success_rate,job_placement_rate,post_study_work_visa,university_website,program_website,,,,
PROG165,ESDES Lyon Business School,Private,Partnered,Edugo,France,Lyon,251-300,Master in Management (Grande École),Business Administration,General Management & Specializations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,110,Yes,No,No,15900,14700,50,Yes,Merit & Excellence Scholarship,up to 3000,12000,No,No,Yes,No,June 30,90,85,2 years,https://www.esdes.fr/en/,https://www.esdes.fr/en/programs/master-in-management/,,,,
PROG166,ESDES Lyon Business School,Private,Partnered,Edugo,France,Lyon,251-300,MSc in Circular Economy & Sustainable Innovation,Business & Sustainability,Sustainable Business Practices,13,3.0,70,Bachelor's,No,0,Business or Environmental preferred,Yes,6.5,80,58,110,Yes,No,No,13500,12500,50,Yes,Excellence Scholarship,up to 2500,12000,No,No,Yes,No,June 30,90,85,2 years,https://www.esdes.fr/en/,https://www.esdes.fr/en/programs/msc-circular-economy-sustainable-innovation/,,,,
PROG167,ESDES Lyon Business School,Private,Partnered,Edugo,France,Lyon,251-300,MSc in Sustainable Tourism & Event Management,Tourism & Events,Sustainable Tourism,13,3.0,70,Bachelor's,No,0,Tourism or Business,Yes,6.5,80,58,110,Yes,No,No,13500,12500,50,Yes,Merit Scholarship,up to 2500,12000,No,No,Yes,No,June 30,90,85,2 years,https://www.esdes.fr/en/,https://www.esdes.fr/en/programs/msc-sustainable-tourism-event-management/,,,,
PROG168,ESDES Lyon Business School,Private,Partnered,Edugo,France,Lyon,251-300,MSc in Impact Finance & Fintech Management,Finance,Fintech & Impact Investing,13,3.0,70,Bachelor's,No,0,Finance or Business,Yes,6.5,80,58,110,Yes,No,No,13500,12500,50,Yes,Excellence Scholarship,up to 2500,12000,No,No,Yes,No,June 30,90,85,2 years,https://www.esdes.fr/en/,https://www.esdes.fr/en/programs/msc-impact-finance-fintech-management/,,,,
PROG169,ESDES Lyon Business School,Private,Partnered,Edugo,France,Lyon,251-300,MSc in International Business,Business Administration,Global Strategy,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,110,Yes,No,No,15900,14700,50,Yes,Merit-Based Scholarship,up to 3000,12000,No,No,Yes,No,June 30,90,85,2 years,https://www.esdes.fr/en/,https://www.esdes.fr/en/programs/msc-international-business/,,,,
PROG170,Data Science Tech Institute (DSTI),Private,Partnered,Edugo,France,Paris / Sophia Antipolis,601-800,Applied MSc in Data Science & Artificial Intelligence,Data Science & AI,AI & Machine Learning,24,3.0,70,Bachelor's,No,0,CS; Math or Engineering,Yes,6.5,85,58,110,Yes,No,No,13200,12200,100,Yes,Merit-Based Scholarship,up to 50% tuition,10000,Yes,No,Yes,No,January 23,92,88,2 years,https://dsti.school/,https://dsti.school/programs/msc-data-science-ai/,,,,
PROG171,Data Science Tech Institute (DSTI),Private,Partnered,Edugo,France,Paris / Sophia Antipolis,601-800,Applied MSc in Data Analytics,Data Science,Data Analytics & Big Data,24,3.0,70,Bachelor's,No,0,Quantitative background,Yes,6.5,85,58,110,Yes,No,No,13200,12200,100,Yes,Excellence Scholarship,up to 30% tuition,8000,Yes,No,Yes,No,January 23,92,88,2 years,https://dsti.school/,https://dsti.school/programs/msc-data-analytics/,,,,
PROG172,Data Science Tech Institute (DSTI),Private,Partnered,Edugo,France,Paris / Sophia Antipolis,601-800,Applied MSc in Data Engineering for AI,Data Engineering,Data Pipelines & AI Engineering,24,3.0,70,Bachelor's,No,0,Engineering or IT,Yes,6.5,85,58,110,Yes,No,No,13200,12200,100,Yes,Merit Scholarship,up to 50% tuition,10000,Yes,No,Yes,No,January 23,92,88,2 years,https://dsti.school/,https://dsti.school/programs/msc-data-engineering-ai/,,,,
PROG173,Data Science Tech Institute (DSTI),Private,Partnered,Edugo,France,Paris / Sophia Antipolis,601-800,Applied Bachelor in Data Engineering & Analytics,Data Science,Data Engineering Fundamentals,36,2.8,65,High School Diploma,No,0,STEM preferred,Yes,6.0,72,50,100,Yes,No,No,15100,14000,100,Yes,Undergraduate Merit Scholarship,up to 30% tuition,6000,Yes,No,Yes,No,June 30,92,88,2 years,https://dsti.school/,https://dsti.school/programs/bachelor-data-engineering-analytics/,,,,
PROG174,Data Science Tech Institute (DSTI),Private,Partnered,Edugo,France,Paris / Sophia Antipolis,601-800,Applied MSc in Cybersecurity & Data Protection,Cybersecurity,Cybersecurity for Data,24,3.0,70,Bachelor's,No,0,IT or Security,Yes,6.5,85,58,110,Yes,No,No,13200,12200,100,Yes,Diversity Scholarship,up to 30% tuition,8000,Yes,No,Yes,No,January 23,92,88,2 years,https://dsti.school/,https://dsti.school/programs/msc-cybersecurity-data-protection/,,,,
PROG175,Burgundy School of Business,Private,Partnered,Edugo,France,Dijon,101-150,Global BBA (Bachelor in Business Administration),Business Administration,International Business,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9900,9200,100,Yes,Merit-Based Scholarship,up to 50% first year,12000,Yes,No,Yes,No,July 1,93,90,2 years,https://www.bsb-education.com/en/,https://www.bsb-education.com/en/programmes/global-bba/,,,,
PROG176,Burgundy School of Business,Private,Partnered,Edugo,France,Dijon,101-150,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,110,Yes,No,No,14900,13800,100,Yes,Excellence Scholarship,up to 50% first year,12000,No,No,Yes,No,July 1,93,90,2 years,https://www.bsb-education.com/en/,https://www.bsb-education.com/en/programmes/master-in-management/,,,,
PROG177,Burgundy School of Business,Private,Partnered,Edugo,France,Dijon,101-150,MSc in International Management,Business Administration,Global Strategy,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,110,Yes,No,No,16900,15600,100,Yes,Early Bird & Merit,up to 6000,12000,No,No,Yes,No,July 1,93,90,2 years,https://www.bsb-education.com/en/,https://www.bsb-education.com/en/programmes/msc-international-management/,,,,
PROG178,Burgundy School of Business,Private,Partnered,Edugo,France,Dijon,101-150,MSc in Digital Marketing & Data Analytics,Marketing,Digital & Data-Driven Marketing,12,3.0,70,Bachelor's,No,0,Marketing or IT,Yes,6.5,80,58,110,Yes,No,No,16900,15600,100,Yes,Merit Scholarship,up to 50% first year,12000,No,No,Yes,No,July 1,93,90,2 years,https://www.bsb-education.com/en/,https://www.bsb-education.com/en/programmes/msc-digital-marketing-data-analytics/,,,,
PROG179,Burgundy School of Business,Private,Partnered,Edugo,France,Dijon,101-150,MSc in Wine Business & Management,Wine Business,Wine Marketing & Trade,12,3.0,70,Bachelor's,No,0,Business or Hospitality,Yes,6.5,80,58,110,Yes,No,No,16900,15600,100,Yes,Wine Excellence Scholarship,up to 5000,12000,No,No,Yes,No,July 1,93,90,2 years,https://www.bsb-education.com/en/,https://www.bsb-education.com/en/programmes/msc-wine-business-management/,,,,
PROG180,Burgundy School of Business,Private,Partnered,Edugo,France,Dijon,101-150,MBA Wine & Spirits Business,MBA,Wine & Spirits Management,12,3.0,70,Bachelor's,Yes,3,Business preferred,Yes,6.5,90,58,110,Yes,No,No,20900,19300,100,Yes,Merit-Based Scholarship,up to 50% first year,12000,No,No,Yes,No,July 1,93,90,2 years,https://www.bsb-education.com/en/,https://www.bsb-education.com/en/programmes/mba-wine-spirits-business/,,,,
PROG181,EM Strasbourg Business School,Public,Partnered,Edugo,France,Strasbourg,151-200,Bachelor of International Business,Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9200,8500,80,Yes,Excellence Scholarship,up to 5000,10000,Yes,No,Yes,No,June 30,91,87,2 years,https://www.em-strasbourg.com/en/,https://www.em-strasbourg.com/en/programs/bachelor-international-business/,,,,
PROG182,EM Strasbourg Business School,Public,Partnered,Edugo,France,Strasbourg,151-200,Master in Management (Grande École),Business Administration,General Management,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,110,Yes,No,No,11900,11000,80,Yes,Merit Scholarship,up to 5000,10000,No,No,Yes,No,June 30,91,87,2 years,https://www.em-strasbourg.com/en/,https://www.em-strasbourg.com/en/programs/master-management/,,,,
PROG183,EM Strasbourg Business School,Public,Partnered,Edugo,France,Strasbourg,151-200,MSc in International & European Business,Management,International & EU Business,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,110,Yes,No,No,11900,11000,80,Yes,Excellence Scholarship,up to 5000,10000,No,No,Yes,No,June 30,91,87,2 years,https://www.em-strasbourg.com/en/,https://www.em-strasbourg.com/en/programs/msc-international-european-business/,,,,
PROG184,EM Strasbourg Business School,Public,Partnered,Edugo,France,Strasbourg,151-200,MSc in Purchasing & Supply Chain Management,Supply Chain,Purchasing & Logistics,12,3.0,70,Bachelor's,No,0,Business or Logistics,Yes,6.5,80,58,110,Yes,No,No,11900,11000,80,Yes,Merit-Based Scholarship,up to 5000,10000,No,No,Yes,No,June 30,91,87,2 years,https://www.em-strasbourg.com/en/,https://www.em-strasbourg.com/en/programs/msc-purchasing-supply-chain/,,,,
PROG185,EM Strasbourg Business School,Public,Partnered,Edugo,France,Strasbourg,151-200,MSc in Entrepreneurship & Innovation,Entrepreneurship,Startup & Innovation Management,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,110,Yes,No,No,11900,11000,80,Yes,Innovation Scholarship,up to 5000,10000,No,No,Yes,No,June 30,91,87,2 years,https://www.em-strasbourg.com/en/,https://www.em-strasbourg.com/en/programs/msc-entrepreneurship-innovation/,,,,
PROG186,INSEEC Business School,Private,Partnered,Edugo,France,Paris / Bordeaux / Lyon,251-300,BBA in International Business Administration,Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,10900,10100,70,Yes,Excellence Scholarship,up to 50% tuition,12000,Yes,No,Yes,No,June 30,90,86,2 years,https://www.inseec.com/en/,https://www.inseec.com/en/programs/bba-international-business/,,,,
PROG187,INSEEC Business School,Private,Partnered,Edugo,France,Paris / Bordeaux / Lyon,251-300,MSc in International Business Management,Business Administration,Global Business Strategy,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,110,Yes,No,No,14900,13800,70,Yes,Merit Scholarship,up to 50% tuition,12000,No,No,Yes,No,June 30,90,86,2 years,https://www.inseec.com/en/,https://www.inseec.com/en/programs/msc-international-business-management/,,,,
PROG188,INSEEC Business School,Private,Partnered,Edugo,France,Paris / Bordeaux / Lyon,251-300,MSc in Luxury Brand Management,Food and Wine,Luxury Management,12,3.0,70,Bachelor's,No,0,Marketing or Business,Yes,6.5,80,58,110,Yes,No,No,14900,13800,70,Yes,Luxury Excellence Scholarship,up to 5000,12000,No,No,Yes,No,June 30,90,86,2 years,https://www.inseec.com/en/,https://www.inseec.com/en/programs/msc-luxury-brand-management-food-wine/,,,,
PROG189,INSEEC Business School,Private,Partnered,Edugo,France,Paris / Bordeaux / Lyon,251-300,MBA in International Business,MBA,Global Management,12,3.0,70,Bachelor's,Yes,3,Business preferred,Yes,6.5,80,58,110,Yes,No,No,16900,15600,70,Yes,Professional Merit Scholarship,up to 3000,12000,No,No,Yes,No,June 30,90,86,2 years,https://www.inseec.com/en/,https://www.inseec.com/en/programs/mba-international-business/,,,,
PROG190,INSEEC Business School,Private,Partnered,Edugo,France,Paris / Bordeaux / Lyon,251-300,MSc in Digital Marketing & Data,Management,Digital Strategy & Analytics,12,3.0,70,Bachelor's,No,0,Marketing or Digital,Yes,6.5,80,58,110,Yes,No,No,14900,13800,70,Yes,Digital Innovation Scholarship,up to 5000,12000,No,No,Yes,No,June 30,90,86,2 years,https://www.inseec.com/en/,https://www.inseec.com/en/programs/msc-digital-marketing-data/,,,,
PROG191,INSEEC Business School,Private,Partnered,Edugo,France,Paris / Bordeaux / Lyon,251-300,MSc in Finance & Risk Management,Finance,Financial Risk,12,3.0,70,Bachelor's,No,0,Finance preferred,Yes,6.5,80,58,110,Yes,No,No,14900,13800,70,Yes,Finance Merit Scholarship,up to 5000,12000,No,No,Yes,No,June 30,90,86,2 years,https://www.inseec.com/en/,https://www.inseec.com/en/programs/msc-finance-risk-management/,,,,
PROG192,FERRANDI Paris,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Hospitality Management (English Track),Hospitality Management,International Hospitality & Culinary Arts,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,14900,13800,100,Yes,Merit & International Scholarship,up to 5000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.ferrandi-paris.com/en/,https://www.ferrandi-paris.com/en/programs/bachelor-hospitality-management/,,,,
PROG193,FERRANDI Paris,Private,Partnered,Edugo,France,Paris,1001,MSc in Hospitality Management (English Track),Hospitality Management,Strategic Hospitality & Revenue Management,12,3.0,70,Bachelor's,No,0,Hospitality or Business preferred,Yes,6.5,80,58,105,Yes,No,No,17900,16500,100,Yes,Excellence & Professional Scholarship,up to 6000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.ferrandi-paris.com/en/,https://www.ferrandi-paris.com/en/programs/msc-hospitality-management/,,,,
PROG194,FERRANDI Paris,Private,Partnered,Edugo,France,Paris,1001,Intensive Professional Program in French Cuisine,Culinary Arts,French Cuisine Techniques,4,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,13750,12700,100,Yes,Talent & Culinary Merit Scholarship,up to 3000,12000,Yes,Yes,Yes,No,06/30,88,85,2 years,https://www.ferrandi-paris.com/en/,https://www.ferrandi-paris.com/en/programs/intensive-professional-french-cuisine/,,,,
PROG195,FERRANDI Paris,Private,Partnered,Edugo,France,Paris,1001,Advanced Professional Program in French Cuisine,Culinary Arts,Advanced French Culinary Skills,8,3.0,70,Bachelor's or equivalent,No,0,Culinary background preferred,Yes,6.5,80,58,105,Yes,No,No,13750,12700,100,Yes,Excellence & Portfolio Scholarship,up to 4000,12000,Yes,Yes,Yes,No,06/30,88,85,2 years,https://www.ferrandi-paris.com/en/,https://www.ferrandi-paris.com/en/programs/advanced-professional-french-cuisine/,,,,
PROG196,FERRANDI Paris,Private,Partnered,Edugo,France,Paris,1001,Advanced Professional Program in French Pastry,Culinary Arts,Advanced Pastry & Confectionery,8,3.0,70,Bachelor's or equivalent,No,0,Pastry background preferred,Yes,6.5,80,58,105,Yes,No,No,13750,12700,100,Yes,Merit & Talent Scholarship,up to 4000,12000,Yes,Yes,Yes,No,06/30,88,85,2 years,https://www.ferrandi-paris.com/en/,https://www.ferrandi-paris.com/en/programs/advanced-professional-french-pastry/,,,,
PROG197,FERRANDI Paris,Private,Partnered,Edugo,France,Paris,1001,Introduction to French Culinary Fundamentals,Culinary Arts,Basic French Cooking Techniques,2,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,7900,7300,100,Yes,Early Bird & Merit Grant,up to 1000,12000,Yes,Yes,Yes,No,06/30,88,85,2 years,https://www.ferrandi-paris.com/en/,https://www.ferrandi-paris.com/en/programs/introduction-french-culinary-fundamentals/,,,,
PROG198,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,Global BBA (Bachelor in Business Administration),Business Administration,International Business & Entrepreneurship,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,17900,16500,100,Yes,Excellence up to 50%; Early Bird,up to 1000,12000,Yes,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/global-bba/,,,,
PROG199,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,Master in Management (Grande École),Business Administration,General Management & Specializations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Merit & International Scholarship,up to 10000,12000,No,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/master-management/,,,,
PROG200,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,MSc in Digital Data Management & Business Analytics,Business & Data,Data Analytics & AI for Business,18,3.0,70,Bachelor's,No,0,Business; Engineering or Maths,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Excellence Scholarship,up to 8000,12000,No,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/msc-digital-data-management/,,,,
PROG201,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,MSc in Finance,Finance,Corporate Finance & FinTech,18,3.0,70,Bachelor's,No,0,Finance or Business,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Merit-Based Scholarship,up to 6000,12000,No,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/msc-finance/,,,,
PROG202,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,MSc in International Business,Business Administration,Global Strategy & Trade,18,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Excellence & Early Bird,up to 7000,12000,No,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/msc-international-business/,,,,
PROG203,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,MSc in Marketing Management & Digital,Marketing,Digital Marketing & Strategy,18,3.0,70,Bachelor's,No,0,Marketing or Business,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Merit Scholarship,up to 6000,12000,No,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/msc-marketing-management/,,,,
PROG204,emlyon Business School,Private,Partnered,Edugo,France,Lyon / Paris,51-100,International MBA,Business Administration,Global Leadership & Strategy,12,3.0,70,Bachelor's,Yes,3,Business or related,Yes,6.5,90,58,110,Yes,No,No,58900,54400,100,Yes,Executive Excellence Scholarship,up to 10000,12000,No,No,Yes,No,06/30,94,92,2 years,https://em-lyon.com/en/,https://em-lyon.com/en/programs/international-mba/,,,,
PROG205,ESSCA School of Management,Private,Partnered,Edugo,France,Angers / Paris / Lyon,101-150,Bachelor in International Management,Business Administration,International Business & Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,5395,5000,100,Yes,Merit & Early Bird up to 30%,2000,11000,Yes,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en/programs/bachelor-international-management/,,,,
