"program_id","university_name","university_type","partnership_status","partner_name","country","city","world_ranking","university_website","program_name","degree_level","field_of_study","specialization","course_duration_years","course_duration_months","program_website","min_gpa","min_percentage","last_education_required","work_experience_required","min_work_experience_years","specific_background_required","english_test_required","ielts_overall","ielts_individual","toefl_overall","toefl_individual","pte_overall","duolingo_overall","moi_accepted","moi_conditions","gre_required","min_gre_score","gmat_required","min_gmat_score","other_exams","tuition_fee_eur","tuition_fee_usd","application_fee_eur","scholarships_available","scholarship_details","scholarship_amount_max","living_cost_estimate_eur","intake_spring","intake_summer","intake_fall","intake_winter","spring_deadline","summer_deadline","fall_deadline","winter_deadline","rolling_admissions","language_of_instruction","visa_success_rate","job_placement_rate","internship_opportunities","part_time_work_allowed","post_study_work_visa","program_highlights","notes","admissions_email","application_portal","commission_rate","last_updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG086","Atelier Chardon Savard","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.atelier-chardon-savard.net","Master in Fashion Communication","Master's","Communication","Fashion Communication","2","24","https://www.atelier-chardon-savard.net/en/master-fashion-communication","3.0","70","Bachelor's","No","0","Communication or Business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","12900","14190","50","Yes","Talent scholarships","2000","12000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Digital trends, Branding focus, Professional portfolio","N/A","admissions@atelier-chardon-savard.net","https://www.atelier-chardon-savard.net/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG087","Skema Business School","Private","Partnered","Edugo","France","Lille","N/A","https://www.skema.edu","MSc in International Business","Master's","Business Administration","International Business","2","24","https://www.skema.edu/en/programmes/msc-international-business","3.0","70","Bachelor's","No","0","Business background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","15000","16500","100","Yes","Excellence scholarships","7000","9500","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","89","85","Yes","Yes","2 years","Global campuses, Exchange programs, High employability","Campuses in 7 countries","admissions@skema.edu","https://www.skema.edu/apply","15%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG088","Skema Business School","Private","Partnered","Edugo","France","Lille","N/A","https://www.skema.edu","Master in Management","Master's","Business Administration","General Management","2","24","https://www.skema.edu/en/programmes/master-in-management","3.2","75","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","Optional","N/A","N/A","18500","20350","100","Yes","Merit scholarships","5000","9500","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","89","85","Yes","Yes","2 years","Triple accredited, Career services, International cohort","N/A","admissions@skema.edu","https://www.skema.edu/apply","15%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG089","IESA - School of Arts and Culture","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.iesa.edu","MBA in Arts and Cultural Management","Master's","Arts Management","Arts Management","1","12","https://www.iesa.edu/en/mba-arts-cultural-management","3.0","70","Bachelor's","Yes","2","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","15000","16500","100","Yes","Merit scholarships","5000","12000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Art market focus, Internships, Paris cultural hub","N/A","admissions@iesa.edu","https://www.iesa.edu/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG090","IESA - School of Arts and Culture","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.iesa.edu","MSc in Art and Luxury Management","Master's","Luxury Management","Art and Luxury","2","24","https://www.iesa.edu/en/msc-art-luxury-management","3.0","70","Bachelor's","No","0","Business or Arts background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","14000","15400","100","Yes","Eiffel scholarships","4000","12000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Heritage management, Global markets, Field visits","N/A","admissions@iesa.edu","https://www.iesa.edu/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG091","LISAA School of Design","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.lisaa.com","MSc in Fashion Design and Brand Creation","Master's","Fashion Design","Fashion Design","2","24","https://www.lisaa.com/en/msc-fashion-design-brand-creation","3.0","70","Bachelor's","No","0","Fashion background required","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","12890","14179","550","Yes","Merit scholarships","3000","12000","No","No","Yes","No","N/A","N/A","06/30","N/A","Yes","English","90","85","Yes","Yes","2 years","Brand strategy, Workshops, Industry placements","N/A","admissions@lisaa.com","https://www.lisaa.com/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG092","LISAA School of Design","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.lisaa.com","MSc in Art Direction","Master's","Design","Art Direction","2","24","https://www.lisaa.com/en/msc-art-direction","3.0","70","Bachelor's","No","0","Design background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","10700","11770","550","Yes","Excellence scholarships","2000","12000","No","No","Yes","No","N/A","N/A","06/30","N/A","Yes","English","90","85","Yes","Yes","2 years","Creative direction, Digital tools, Portfolio development","N/A","admissions@lisaa.com","https://www.lisaa.com/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG093","EM Normandie Business School","Private","Non-Partnered","N/A","France","Le Havre","N/A","https://www.em-normandie.com","MSc in International Business","Master's","Business Administration","International Business","1.5","18","https://www.em-normandie.com/en/msc-international-business","3.0","70","Bachelor's","No","0","Business background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","12500","13750","50","Yes","Early Bird scholarships","1250","9000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","90","86","Yes","Yes","2 years","Global trade focus, Internships, Normandy location","N/A","admissions@em-normandie.com","https://www.em-normandie.com/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG094","EM Normandie Business School","Private","Non-Partnered","N/A","France","Le Havre","N/A","https://www.em-normandie.com","Master in Management","Master's","Business Administration","General Management","2","24","https://www.em-normandie.com/en/master-management","3.2","75","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","13000","14300","50","Yes","Merit scholarships","2000","9000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","90","86","Yes","Yes","2 years","Grande Ecole program, Career boost, Affordable fees","N/A","admissions@em-normandie.com","https://www.em-normandie.com/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG095","IPAG Business School","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.ipag.edu","MSc in International Business Development","Master's","Business Administration","International Business","1.5","18","https://www.ipag.edu/en/msc-international-business-development","3.0","70","Bachelor's","No","0","Business background required","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","16000","17600","100","Yes","Excellence scholarships","5000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","18 months","Digital innovation, Sustainability focus, Global markets","N/A","admissions@ipag.edu","https://www.ipag.edu/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG096","IPAG Business School","Private","Non-Partnered","N/A","France","Paris","N/A","https://www.ipag.edu","MSc in Finance and Risk Management","Master's","Finance","Risk Management","1.5","18","https://www.ipag.edu/en/msc-finance-risk-management","3.2","75","Bachelor's","No","0","Finance background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","Optional","310","Yes","550","N/A","16000","17600","100","Yes","Merit scholarships","4000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","18 months","Financial analysis, Risk assessment, Paris finance hub","N/A","admissions@ipag.edu","https://www.ipag.edu/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG097","Excelia Business School","Private","Non-Partnered","N/A","France","La Rochelle","N/A","https://www.excelia-group.com","MSc in International Business","Master's","Business Administration","International Business","1.5","18","https://www.excelia-group.com/en/msc-international-business","3.0","70","Bachelor's","No","0","Business background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","14000","15400","50","Yes","Eiffel Excellence Scholarship","7000","9000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Global strategy, Internships, Coastal location","N/A","admissions@excelia-group.com","https://www.excelia-group.com/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG098","Excelia Business School","Private","Non-Partnered","N/A","France","La Rochelle","N/A","https://www.excelia-group.com","Master in Management","Master's","Business Administration","General Management","2","24","https://www.excelia-group.com/en/master-management","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","14200","15620","50","Yes","Merit scholarships","3000","9000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Triple accredited, Leadership focus, Affordable","N/A","admissions@excelia-group.com","https://www.excelia-group.com/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG099","ENAC - National School of Civil Aviation","Public","Non-Partnered","N/A","France","Toulouse","601","https://www.enac.fr","MSc in International Air Transport Operations Management","Master's","Aviation Management","Air Transport","2","24","https://www.enac.fr/en/msc-international-air-transport-operations-management","3.0","70","Bachelor's","No","0","Aviation or Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","9740","10714","50","Yes","GIFAS scholarships","4000","10000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","95","92","Yes","Yes","18 months","Aviation industry focus, Toulouse hub, High employability","N/A","admissions@enac.fr","https://www.enac.fr/apply","0%","2025-11-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
